"","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","y"
"1",0.985105982748792,0.905631756642833,0.753788426751271,0.588319602422416,0.990879588527605,0.62122456706129,0.825613551074639,0.369627274572849,0.943715923698619,0.518135967897251,15.6176266214374
"2",0.521437752759084,0.63365429523401,0.959915196057409,0.784232389414683,0.90911434427835,0.481396801304072,0.482409686315805,0.128901358693838,0.017297436716035,0.364995385752991,25.2319893228788
"3",0.986979820532724,0.389296392677352,0.505243967054412,0.70265300408937,0.254001908469945,0.791659559123218,0.223390971543267,0.395437032915652,0.103808182291687,0.806401094188914,18.1648847996196
"4",0.535986400442198,0.912411753088236,0.515321273822337,0.312044048914686,0.481319568119943,0.922514852602035,0.662373823579401,0.47431210661307,0.315255960449576,0.466174385277554,15.709094674232
"5",0.358244575792924,0.314699882175773,0.219260504236445,0.855149910552427,0.396917233942077,0.751468213507906,0.372913191327825,0.0297939800657332,0.250952063361183,0.288607026683167,16.2965440394672
"6",0.284290718147531,0.229106229031458,0.208701662253588,0.364178686635569,0.291151569457725,0.114276784239337,0.528505526483059,0.0745265735313296,0.405154331354424,0.738456094171852,7.62441107409414
"7",0.498091998044401,0.34075934975408,0.386030761990696,0.945184459444135,0.423096551094204,0.109140328597277,0.372681929497048,0.400850823847577,0.76190486131236,0.763413287699223,14.481473373896
"8",0.896497490117326,0.0140715728048235,0.789573458954692,0.08811557572335,0.0883843770716339,0.595490632811561,0.891840784577653,0.971276721684262,0.0206714540254325,0.993445781292394,4.10013645391543
"9",0.544640501728281,0.532372951740399,0.793532878393307,0.322848890908062,0.30952321481891,0.431198667036369,0.612939544022083,0.509800820145756,0.789594786241651,0.536144105251878,14.1379629563902
"10",0.886770967859775,0.26425842801109,0.490773685975,0.899750230833888,0.485954454168677,0.744396340334788,0.855990259209648,0.372912800638005,0.778591613750905,0.191571694798768,18.1341701008141
