"","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","y"
"1",0.380836668657139,0.754230388673022,0.447185304947197,0.948519804747775,0.856039921985939,0.23869260866195,0.522788614500314,0.462424224009737,0.482758165802807,0.0695152650587261,23.7180291382357
"2",0.0854851996991783,0.790889258263633,0.512322612339631,0.203428553184494,0.0759019155520946,0.958261922700331,0.432473762659356,0.655098079703748,0.305362571496516,0.484505605651066,5.5481172300856
"3",0.945089580956846,0.160409636097029,0.825589590473101,0.881962995044887,0.641696090810001,0.431505248416215,0.702838925179094,0.368749459972605,0.497654343256727,0.311956513440236,19.2985118950431
"4",0.706434026360512,0.989738070173189,0.921867095632479,0.274792606942356,0.779752268921584,0.00509015214629471,0.144677128177136,0.113349028863013,0.0915198416914791,0.906402280554175,21.0586985198756
"5",0.348638119874522,0.686278628651053,0.748478301800787,0.677423368440941,0.336528773186728,0.415650978451595,0.0581144245807081,0.329642041586339,0.973752089776099,0.115129271289334,13.2391162264516
"6",0.0147687294520438,0.577196254627779,0.449310048716143,0.947952489368618,0.904106611618772,0.587484681047499,0.607723922003061,0.21462828759104,0.128539562923834,0.0576668523717672,13.7713186194668
"7",0.705333953024819,0.0832897971849889,0.381831577746198,0.263739864807576,0.845097036566585,0.0865787295624614,0.515770605532452,0.124779046047479,0.0376125439070165,0.812062903074548,7.561609856555
"8",0.560836339369416,0.99881575955078,0.691137137357146,0.766861897660419,0.887151033850387,0.947449145140126,0.557349768700078,0.00634955731220543,0.32647900772281,0.553839800879359,20.9555012104591
"9",0.647754770470783,0.499935346655548,0.0106444165576249,0.0562478583306074,0.525914953555912,0.873604362132028,0.0308270810637623,0.870223704958335,0.550656052073464,0.455169683787972,15.2814688494633
"10",0.918689727783203,0.828898882260546,0.805582945700735,0.529191290261224,0.443503985647112,0.204088969388977,0.301115550333634,0.696339130867273,0.693825869588181,0.593874176964164,19.4389582618348
"11",0.398091578157619,0.962579234270379,0.0104296538047493,0.990208749193698,0.524360163602978,0.650917251361534,0.175379058346152,0.146344346227124,0.658319072099403,0.469556541182101,21.1207496796227
"12",0.150899132713675,0.964985179249197,0.0254192349966615,0.289254078641534,0.774618336930871,0.0938688113819808,0.408496296033263,0.376268004067242,0.529376568039879,0.994299236452207,14.4369983270319
"13",0.2296455767937,0.870363843394443,0.526341076241806,0.0914545282721519,0.646150407148525,0.766426957212389,0.469331028172746,0.910421041538939,0.840024929028004,0.737863879418001,7.73428957694523
"14",0.343990704510361,0.0487512636464089,0.958892377326265,0.128578101284802,0.0520292918663472,0.677557064685971,0.711865083081648,0.0922699759248644,0.481394383125007,0.85473253345117,6.69448031379539
"15",0.694212651345879,0.848042496945709,0.886137137655169,0.598886241437867,0.913772139931098,0.745239707175642,0.149245773209259,0.367630714317784,0.128594076726586,0.146059762686491,20.6304356003856
"16",0.458343126811087,0.767741549992934,0.539028518600389,0.00621166289784014,0.824111307971179,0.0905329347588122,0.445735386805609,0.388447017176077,0.903704701690003,0.712218295549974,9.54276698733928
"17",0.433214066550136,0.769639732083306,0.443448194302619,0.499776162439957,0.270708853378892,0.578164430102333,0.500940720317885,0.855870558181778,0.257751164259389,0.886534292250872,17.7149507216088
"18",0.176089380402118,0.973622448509559,0.384141233516857,0.493973261676729,0.409944406244904,0.484841085970402,0.609348930884153,0.550576179288328,0.986803467618302,0.831911958288401,10.327467130089
"19",0.550909151090309,0.446313300635666,0.252674258779734,0.987898009130731,0.604185540927574,0.857763800537214,0.930499969981611,0.682095347438008,0.544781269272789,0.109338033013046,19.6644864065493
"20",0.724137605633587,0.310724484501407,0.509071819018573,0.668943376978859,0.378111171768978,0.633602716960013,0.451570592820644,0.0799878546968102,0.433143752394244,0.702998837456107,15.9660000456187
